,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2150,394,0,698,5,2464,4,1,0,1,1363
2151,164,0,7378,4,4820,8,1,2,2,2238
2152,352,0,4172,9,2732,5,1,1,1,1792
2153,322,0,3839,9,5889,0,2,0,0,260
2154,262,0,1520,5,4838,5,1,1,1,2455
2155,388,0,2214,9,4969,2,2,0,1,2909
2156,401,0,4877,4,2105,2,2,0,1,1416
2157,320,0,2897,8,78,7,1,1,1,490
2158,369,1,5193,13,2157,8,1,2,2,1357
2159,383,0,6019,15,3725,3,1,2,0,145
2160,370,0,3835,4,5039,4,1,0,1,953
2161,322,1,343,13,2825,0,1,2,3,2778
2162,339,0,6876,0,1042,8,1,2,2,1109
2163,376,1,2818,13,60,2,2,0,1,612
2164,322,1,3193,5,145,0,1,2,3,806
2165,403,0,2437,4,5018,8,1,2,2,1833
2166,380,0,2670,13,3025,7,1,1,1,1970
2167,364,0,423,11,1946,5,1,1,1,922
2168,336,1,1994,3,625,7,1,1,1,725
2169,47,0,517,14,3028,2,2,0,1,2208
2170,410,0,5324,13,4555,3,1,2,0,705
2171,333,1,5226,5,5872,4,1,0,1,2991
2172,319,1,7638,6,3911,3,1,2,0,643
2173,320,1,2169,10,4725,5,1,1,1,2039
2174,314,0,6396,14,4335,7,1,1,1,1941
2175,397,0,2631,7,2690,6,2,1,1,686
2176,294,0,2030,3,548,1,0,2,1,341
2177,322,0,7737,3,2449,0,2,0,0,451
2178,379,0,7190,1,1546,1,0,2,1,1311
2179,407,0,1576,9,991,1,0,2,1,914
2180,261,0,15,5,1728,2,2,0,1,1511
2181,341,0,4310,3,3312,6,2,1,1,1356
2182,272,0,2041,9,1775,7,1,1,1,956
2183,330,0,788,4,1060,8,1,2,2,1248
2184,110,0,2887,13,1478,2,2,0,1,1829
2185,296,1,1358,0,3908,1,0,2,1,1618
2186,322,1,1679,3,3935,0,1,2,3,2494
2187,371,1,4843,6,4825,1,0,2,1,2996
2188,338,0,1009,6,2566,8,1,2,2,1054
2189,302,0,3608,14,5359,7,1,1,1,3063
2190,239,0,5919,3,559,8,1,2,2,820
2191,76,0,333,6,185,1,0,2,1,493
2192,375,0,0,13,5647,6,2,1,1,2867
2193,407,0,2978,4,4103,5,1,1,1,921
2194,270,1,161,3,1869,2,2,0,1,1935
2195,405,1,2033,5,1227,3,1,2,0,146
2196,333,0,4419,5,401,8,1,2,2,437
2197,327,0,4936,4,3750,5,1,1,1,1237
2198,3,1,6036,3,5281,6,2,1,1,3039
2199,319,1,6195,6,3901,2,2,0,1,1952
2200,322,0,5231,11,131,0,1,2,3,755
2201,392,0,5988,5,2182,6,2,1,1,1039
2202,401,1,3760,5,3266,4,1,0,1,687
2203,311,1,2527,13,2074,8,1,2,2,1533
2204,284,0,7223,3,2952,3,1,2,0,283
2205,351,1,6119,6,4031,8,1,2,2,2162
2206,323,1,4985,5,4539,5,1,1,1,1985
2207,306,0,243,3,1233,6,2,1,1,686
2208,322,0,1381,9,1842,0,2,0,0,392
2209,322,0,5454,13,4579,0,2,0,0,373
2210,392,0,2798,9,2790,6,2,1,1,2500
2211,398,0,364,6,4408,5,1,1,1,1116
2212,70,0,5148,14,2189,5,1,1,1,2146
2213,321,0,994,1,4795,6,2,1,1,2790
2214,151,0,5997,13,4619,5,1,1,1,2144
2215,359,0,3945,13,614,6,2,1,1,560
2216,292,1,3407,5,5814,5,1,1,1,3465
2217,408,0,0,14,3294,6,2,1,1,1843
2218,302,0,3590,14,5417,4,1,0,1,2572
2219,253,0,3507,8,2718,4,1,0,1,1921
2220,361,1,1372,6,1651,4,1,0,1,1061
2221,144,0,6274,6,3903,6,2,1,1,2040
2222,394,1,3485,6,1046,5,1,1,1,1286
2223,367,1,6476,0,4468,3,1,2,0,179
2224,288,1,2296,6,3780,1,0,2,1,886
2225,237,0,751,14,4759,1,0,2,1,2543
2226,338,0,148,9,4706,5,1,1,1,2031
2227,29,0,1417,4,5403,8,1,2,2,452
2228,160,1,499,6,5467,1,0,2,1,844
2229,322,1,3727,1,2740,0,1,2,3,2985
2230,401,1,3746,5,3240,1,0,2,1,2014
2231,316,0,2191,3,4218,2,2,0,1,2847
2232,413,0,205,10,4348,6,2,1,1,2241
2233,226,1,1854,0,1669,5,1,1,1,2092
2234,294,0,1622,10,1027,7,1,1,1,1208
2235,338,0,2574,15,2563,7,1,1,1,1563
2236,272,0,5168,3,1079,5,1,1,1,1391
2237,318,0,1130,1,3638,8,1,2,2,1768
2238,322,0,5301,4,4587,0,1,2,3,3417
2239,322,0,2384,13,3134,0,2,0,0,555
2240,400,1,1681,6,383,4,1,0,1,430
2241,113,1,1783,0,941,2,2,0,1,766
2242,322,0,2708,5,3,0,1,2,3,857
2243,162,0,2968,6,5199,7,1,1,1,1598
2244,205,0,745,4,523,1,0,2,1,126
2245,322,0,3883,12,562,7,1,1,1,447
2246,376,0,3880,5,295,4,1,0,1,287
2247,390,0,6848,9,4499,4,1,0,1,3036
2248,171,0,2434,8,3988,7,1,1,1,2182
2249,330,0,0,4,1063,2,2,0,1,859
2250,243,0,5611,9,2197,2,2,0,1,435
2251,322,0,7869,13,4685,0,2,0,0,550
2252,298,1,1178,13,2868,3,1,2,0,277
2253,272,0,5295,5,4932,2,2,0,1,1521
2254,2,0,6659,7,3888,4,1,0,1,1284
2255,304,1,3736,5,3066,3,1,2,0,416
2256,376,0,3437,13,2191,4,1,0,1,1383
2257,313,0,2768,6,4433,4,1,0,1,1101
2258,391,0,4521,9,273,4,1,0,1,713
2259,372,1,327,3,3707,5,1,1,1,1444
2260,365,0,4841,3,4823,5,1,1,1,1619
2261,356,0,7140,2,2711,5,1,1,1,1695
2262,272,0,2025,9,1725,6,2,1,1,1511
2263,348,0,4004,13,335,1,0,2,1,589
2264,322,0,7183,1,1551,0,1,2,3,1746
2265,322,0,3848,12,593,0,1,2,3,1030
2266,75,0,4739,13,2402,4,1,0,1,1027
2267,402,1,6491,0,4742,4,1,0,1,2357
2268,407,0,3401,6,168,1,0,2,1,222
2269,403,0,4057,9,5499,8,1,2,2,2902
2270,185,0,2019,3,2357,1,0,2,1,641
2271,322,1,5816,6,4621,0,2,0,0,544
2272,57,1,882,14,497,7,1,1,1,1220
2273,388,0,1271,4,1709,7,1,1,1,640
2274,286,1,6015,0,1361,5,1,1,1,647
2275,330,0,5649,13,3177,6,2,1,1,2844
2276,322,1,5072,10,1794,0,2,0,0,199
2277,392,0,6853,9,4692,3,1,2,0,550
2278,390,1,6083,6,5156,1,0,2,1,2266
2279,338,0,998,6,2585,2,2,0,1,1881
2280,409,1,4202,0,1353,6,2,1,1,985
2281,245,0,1976,13,4368,7,1,1,1,2606
2282,367,0,1554,9,5568,8,1,2,2,3315
2283,202,1,5789,2,1901,2,2,0,1,1466
2284,190,0,3570,6,1070,1,0,2,1,820
2285,37,0,6747,8,2487,7,1,1,1,2285
2286,139,1,3841,1,5129,4,1,0,1,1992
2287,340,0,1710,8,2065,3,1,2,0,215
2288,241,0,1609,14,3252,4,1,0,1,1850
2289,184,1,4503,13,333,7,1,1,1,557
2290,317,0,985,13,3184,8,1,2,2,1719
2291,346,0,5237,10,4573,2,2,0,1,3043
2292,408,0,1068,14,3319,8,1,2,2,1149
2293,302,0,1744,13,5390,5,1,1,1,3462
2294,384,0,4620,7,4501,3,1,2,0,364
2295,331,1,4557,4,772,8,1,2,2,653
2296,405,0,7159,9,53,7,1,1,1,920
2297,320,1,7707,0,1087,8,1,2,2,872
2298,262,0,6164,4,177,5,1,1,1,568
2299,367,0,1151,4,2124,5,1,1,1,2462
2300,362,0,887,14,3402,6,2,1,1,1590
2301,152,0,509,10,2367,8,1,2,2,1477
2302,107,0,5506,6,2669,4,1,0,1,1504
2303,330,0,3363,1,5029,2,2,0,1,3170
2304,374,0,3852,0,1734,6,2,1,1,566
2305,322,0,3390,6,198,0,1,2,3,888
2306,30,1,2053,3,4405,7,1,1,1,2266
2307,383,0,5537,5,4743,6,2,1,1,2024
2308,219,0,3242,6,459,4,1,0,1,594
2309,171,0,3530,3,2516,2,2,0,1,1539
2310,323,0,2328,0,5245,6,2,1,1,1617
2311,339,0,6867,0,1054,6,2,1,1,227
2312,379,0,4865,13,2709,3,1,2,0,247
2313,91,0,6180,2,2781,3,1,2,0,107
2314,122,1,3255,3,3313,5,1,1,1,1675
2315,322,0,4812,3,4816,0,1,2,3,3107
2316,403,0,4045,9,5509,1,0,2,1,1388
2317,392,0,7667,11,5474,4,1,0,1,2491
2318,377,0,1034,9,3734,3,1,2,0,150
2319,290,1,1762,3,3992,5,1,1,1,2174
2320,322,0,4565,3,5788,0,1,2,3,2711
2321,192,0,3001,0,1597,5,1,1,1,972
2322,322,0,6981,7,3516,0,1,2,3,2114
2323,398,1,803,5,4154,4,1,0,1,1999
2324,23,1,7800,4,674,3,1,2,0,24
2325,322,1,3960,13,2282,0,2,0,0,83
2326,322,0,3192,8,3275,0,1,2,3,1756
2327,322,1,1036,3,4335,0,2,0,0,522
2328,113,1,1807,0,952,7,1,1,1,961
2329,340,0,5210,0,1110,1,0,2,1,661
2330,351,0,0,8,461,4,1,0,1,416
2331,50,1,0,6,5735,4,1,0,1,1606
2332,36,1,3919,13,855,8,1,2,2,1032
2333,385,1,4207,5,3133,2,2,0,1,1612
2334,322,1,5575,13,2823,0,1,2,3,2512
2335,336,1,4112,5,3317,2,2,0,1,2222
2336,181,0,7780,6,3685,3,1,2,0,737
2337,322,0,6957,8,835,0,2,0,0,30
2338,289,0,5415,0,1987,5,1,1,1,1079
2339,377,1,6647,10,1880,7,1,1,1,1254
2340,357,0,0,7,312,3,1,2,0,106
2341,333,0,5083,8,659,7,1,1,1,1099
2342,342,1,2993,6,2096,7,1,1,1,1465
2343,356,0,5524,13,5045,7,1,1,1,3023
2344,403,0,2419,4,5006,1,0,2,1,940
2345,212,0,7706,13,3261,3,1,2,0,299
2346,384,0,5940,6,1537,1,0,2,1,1095
2347,366,0,0,3,2384,2,2,0,1,1948
2348,293,1,4259,5,5208,6,2,1,1,2416
2349,361,1,4272,4,4138,4,1,0,1,1790
2350,326,1,7045,3,4694,3,1,2,0,192
2351,361,1,3367,5,2664,7,1,1,1,1411
2352,390,0,6332,5,1929,4,1,0,1,1502
2353,376,0,217,13,3637,6,2,1,1,2221
2354,82,0,399,10,180,7,1,1,1,919
2355,284,1,2145,10,3298,6,2,1,1,2894
2356,306,1,2413,5,3980,7,1,1,1,2358
2357,322,0,5456,7,3238,0,1,2,3,1850
2358,71,0,3220,0,1721,1,0,2,1,1158
2359,409,0,5896,15,5109,2,2,0,1,797
2360,371,1,3262,3,2894,2,2,0,1,1176
2361,328,1,2572,13,1301,8,1,2,2,573
2362,365,1,5751,0,1600,6,2,1,1,925
2363,313,0,2774,6,4362,7,1,1,1,2687
2364,328,0,1196,6,3537,4,1,0,1,2935
2365,394,1,5027,13,2229,4,1,0,1,975
2366,394,1,1098,6,2517,5,1,1,1,2042
2367,365,1,5174,6,1795,1,0,2,1,1530
2368,414,0,4574,3,5775,6,2,1,1,3055
2369,360,1,6440,6,740,6,2,1,1,158
2370,405,0,7134,9,56,1,0,2,1,38
2371,398,1,798,5,4173,1,0,2,1,2397
2372,376,0,638,9,4131,7,1,1,1,2569
2373,3,1,6053,3,5329,7,1,1,1,2632
2374,54,0,5,7,3340,8,1,2,2,1162
2375,314,1,5748,13,2649,4,1,0,1,1057
2376,374,0,0,0,1814,1,0,2,1,1446
2377,320,1,2164,10,4725,2,2,0,1,3040
2378,322,0,1959,6,2130,0,1,2,3,2287
2379,272,0,5304,5,4949,5,1,1,1,1385
2380,77,0,6523,9,5884,4,1,0,1,2398
2381,289,0,0,13,5496,6,2,1,1,2787
2382,368,0,6167,13,3409,7,1,1,1,711
2383,371,1,3270,3,2889,4,1,0,1,1361
2384,122,1,5100,3,3358,3,1,2,0,132
2385,119,1,7075,0,1472,7,1,1,1,2687
2386,360,1,6217,0,4222,8,1,2,2,2415
2387,348,0,7302,15,1945,6,2,1,1,1006
2388,163,0,5721,9,5613,8,1,2,2,872
2389,376,0,3875,5,289,2,2,0,1,399
2390,323,1,7320,6,5413,2,2,0,1,2586
2391,379,0,3081,13,2679,2,2,0,1,1589
2392,307,1,113,4,3215,1,0,2,1,1535
2393,357,0,1913,7,299,6,2,1,1,998
2394,343,0,0,11,707,3,1,2,0,25
2395,322,0,6025,4,660,0,1,2,3,1586
2396,383,0,354,6,3543,5,1,1,1,2214
2397,407,1,0,0,1696,7,1,1,1,1489
2398,359,0,3946,13,614,2,2,0,1,1148
2399,101,1,4923,1,3048,4,1,0,1,2278
2400,378,0,1895,11,4083,5,1,1,1,1786
2401,322,0,7741,14,4340,0,2,0,0,356
2402,322,1,1787,4,2972,0,1,2,3,2550
2403,322,0,7771,13,357,0,2,0,0,161
2404,367,1,6563,6,4195,7,1,1,1,2216
2405,303,0,1723,9,2272,2,2,0,1,1649
2406,293,0,5979,13,2223,4,1,0,1,2304
2407,333,1,3084,10,146,3,1,2,0,37
2408,390,1,7442,5,426,3,1,2,0,180
2409,289,1,1165,1,1834,7,1,1,1,1935
2410,316,0,4961,0,2582,7,1,1,1,1225
2411,58,1,5847,4,327,6,2,1,1,304
2412,326,0,2869,9,5680,6,2,1,1,2956
2413,218,1,5342,5,769,7,1,1,1,155
2414,324,0,4986,6,1627,5,1,1,1,1456
2415,392,0,6693,3,1405,5,1,1,1,1628
2416,341,1,5880,13,3511,2,2,0,1,2004
2417,18,0,2975,5,4718,7,1,1,1,2539
2418,329,1,4708,6,832,1,0,2,1,1300
2419,396,0,2802,9,1376,1,0,2,1,1658
2420,378,0,2266,4,5561,6,2,1,1,868
2421,320,0,5736,13,2394,4,1,0,1,2513
2422,340,0,735,8,2083,1,0,2,1,1642
2423,85,0,88,5,897,5,1,1,1,1040
2424,322,0,510,14,2984,0,1,2,3,2208
2425,322,1,320,3,4321,0,1,2,3,2816
2426,345,0,2105,8,5392,1,0,2,1,2754
2427,318,0,611,5,4909,4,1,0,1,586
2428,102,0,1494,9,2485,1,0,2,1,563
2429,322,1,4839,4,5707,2,2,0,1,2058
2430,322,0,5455,6,3195,0,2,0,0,424
2431,322,0,2716,11,1229,0,1,2,3,1792
2432,322,1,652,1,458,0,1,2,3,1550
2433,322,1,5294,5,790,0,1,2,3,1155
2434,159,0,5731,6,1494,1,0,2,1,1577
2435,322,0,7135,1,4009,0,2,0,0,339
2436,349,1,935,5,2780,4,1,0,1,805
2437,322,1,6450,0,3657,0,1,2,3,3254
2438,240,1,5110,13,3904,1,0,2,1,1158
2439,322,0,7810,6,3818,0,2,0,0,154
2440,404,1,1954,4,5746,7,1,1,1,1603
2441,379,0,809,8,1636,8,1,2,2,1125
2442,383,0,5099,13,5773,8,1,2,2,2088
2443,376,0,5310,8,3544,1,0,2,1,1079
2444,304,0,1577,5,1963,2,2,0,1,1229
2445,315,0,7786,4,1727,3,1,2,0,189
2446,322,0,7120,9,82,0,1,2,3,547
2447,337,0,6740,6,1370,8,1,2,2,971
2448,350,1,348,13,2802,6,2,1,1,1013
2449,373,0,4028,4,1457,3,1,2,0,59
2450,376,0,859,8,5364,8,1,2,2,2079
2451,342,0,4067,9,4147,2,2,0,1,2495
2452,294,0,1605,10,1038,6,2,1,1,1410
2453,298,0,4697,5,2398,6,2,1,1,1119
2454,322,0,90,9,4394,6,2,1,1,2625
2455,387,0,3208,8,3321,2,2,0,1,2439
2456,62,0,5829,5,2682,8,1,2,2,2464
2457,317,0,6418,0,5066,2,2,0,1,3034
2458,326,1,5378,3,4686,4,1,0,1,1930
2459,392,1,1211,6,4210,5,1,1,1,1925
2460,47,0,523,14,3070,5,1,1,1,1696
2461,148,1,4077,6,2786,6,2,1,1,1792
2462,409,1,4203,0,1353,2,2,0,1,1359
2463,388,0,2220,9,4974,4,1,0,1,2751
2464,171,0,3528,3,2560,1,0,2,1,2275
2465,297,1,2463,10,5244,5,1,1,1,2869
2466,324,1,1244,10,5099,2,2,0,1,1436
2467,313,1,4027,0,3826,1,0,2,1,488
2468,402,0,4351,13,5762,7,1,1,1,3171
2469,309,1,0,13,1852,6,2,1,1,1658
2470,251,1,6582,3,4383,3,1,2,0,522
2471,227,1,6447,13,4060,5,1,1,1,1530
2472,390,1,6270,6,4453,3,1,2,0,179
2473,171,0,3535,3,2492,5,1,1,1,353
2474,98,0,5615,9,1250,2,2,0,1,561
2475,322,0,1751,5,2508,0,2,0,0,348
2476,322,0,1559,9,1051,0,1,2,3,1782
2477,135,1,7003,10,4259,4,1,0,1,2667
2478,308,0,4479,9,4567,5,1,1,1,1143
2479,68,1,315,14,4459,3,1,2,0,830
2480,288,1,2460,10,4630,3,1,2,0,712
2481,357,0,6653,3,2832,5,1,1,1,1017
2482,360,0,5600,4,2957,2,2,0,1,1373
2483,327,1,5948,5,4783,8,1,2,2,2259
2484,322,0,0,7,176,0,1,2,3,905
2485,369,0,2443,13,1432,7,1,1,1,589
2486,322,0,2870,14,2003,0,2,0,0,206
2487,347,1,697,13,3453,3,1,2,0,305
2488,382,0,5605,6,4737,5,1,1,1,2252
2489,305,0,156,10,2396,4,1,0,1,1371
2490,411,1,7437,6,925,7,1,1,1,593
2491,351,0,3871,9,2121,3,1,2,0,77
2492,322,0,4712,7,140,0,1,2,3,724
2493,274,0,182,11,4929,4,1,0,1,2905
2494,311,0,4774,6,4534,1,0,2,1,2196
2495,307,0,4806,11,953,6,2,1,1,1807
2496,331,1,4550,4,728,5,1,1,1,701
2497,349,1,5486,6,5073,2,2,0,1,616
2498,226,1,1850,0,1678,4,1,0,1,1684
2499,338,1,1318,6,4701,4,1,0,1,2031
2500,322,0,2146,9,1994,0,1,2,3,2206
2501,232,1,2720,6,4496,2,2,0,1,1501
2502,315,1,3847,0,605,4,1,0,1,483
2503,396,0,3350,8,280,6,2,1,1,565
2504,390,1,4406,6,4482,4,1,0,1,2073
2505,383,0,4973,13,4924,4,1,0,1,2587
2506,399,1,1021,13,902,4,1,0,1,524
2507,325,0,1908,15,5620,5,1,1,1,2454
2508,322,0,6308,5,1975,0,1,2,3,2156
2509,396,0,2714,13,3642,8,1,2,2,2154
2510,357,1,864,6,822,7,1,1,1,462
2511,329,0,4281,5,3241,2,2,0,1,2490
2512,297,0,6351,13,781,8,1,2,2,1157
2513,298,1,428,13,2976,6,2,1,1,2239
2514,394,0,6507,13,5127,2,2,0,1,1582
2515,337,0,4480,13,4786,1,0,2,1,2926
2516,243,1,2744,3,4450,2,2,0,1,3426
2517,371,0,2642,9,3729,5,1,1,1,1120
2518,322,1,4992,13,10,0,1,2,3,654
2519,405,0,2102,9,175,4,1,0,1,855
2520,349,1,5833,10,2833,4,1,0,1,1656
2521,111,1,0,10,4044,7,1,1,1,2738
2522,322,0,0,14,2470,0,1,2,3,1822
2523,203,0,207,13,5605,1,0,2,1,3192
2524,380,0,6699,5,2378,2,2,0,1,1100
2525,197,1,7307,3,545,7,1,1,1,559
2526,350,1,4458,5,3008,7,1,1,1,2630
2527,351,1,7581,6,4008,3,1,2,0,912
2528,399,0,3716,12,4741,2,2,0,1,3322
2529,322,0,2308,0,5267,0,1,2,3,3240
2530,159,0,5733,6,1450,2,2,0,1,1334
2531,54,0,1367,9,3145,5,1,1,1,1633
2532,301,1,4121,2,3971,6,2,1,1,2358
2533,322,0,4590,14,1948,0,1,2,3,2053
2534,403,0,1463,9,4144,2,2,0,1,1907
2535,213,1,5133,6,5742,7,1,1,1,3463
2536,313,0,2171,12,2170,6,2,1,1,883
2537,394,0,6512,13,5085,5,1,1,1,1430
2538,151,0,3988,13,2295,6,2,1,1,1161
2539,318,0,607,5,4867,6,2,1,1,3065
2540,244,0,6452,6,1546,1,0,2,1,1244
2541,117,1,5479,5,1916,2,2,0,1,1634
2542,296,1,274,13,1329,2,2,0,1,1031
2543,328,1,2575,13,1395,7,1,1,1,1044
2544,258,1,5004,5,2073,6,2,1,1,1343
2545,223,1,0,14,2532,5,1,1,1,674
2546,401,0,4889,4,2051,8,1,2,2,949
2547,290,0,0,6,4334,6,2,1,1,1954
2548,389,0,7491,9,4643,2,2,0,1,2015
2549,383,0,3735,13,2876,4,1,0,1,3306
2550,322,1,4131,10,346,0,1,2,3,700
2551,22,0,0,8,1807,1,0,2,1,961
2552,216,1,2035,3,3445,6,2,1,1,1480
2553,349,0,3850,9,2847,2,2,0,1,1180
2554,236,0,4680,9,4975,7,1,1,1,1525
2555,272,0,5292,5,4979,6,2,1,1,2761
2556,218,1,5336,5,733,8,1,2,2,332
2557,322,0,282,3,4540,0,1,2,3,2648
2558,354,0,466,5,102,5,1,1,1,547
2559,406,1,3200,13,4048,1,0,2,1,507
2560,284,0,2922,7,2592,1,0,2,1,1314
2561,396,0,0,8,299,4,1,0,1,604
2562,308,0,3886,0,5554,6,2,1,1,1715
2563,322,0,7527,13,2605,0,1,2,3,1660
2564,353,1,5400,3,4970,6,2,1,1,2670
2565,222,0,516,8,4312,7,1,1,1,2585
2566,351,0,5667,13,5204,2,2,0,1,1454
2567,322,0,4624,6,2129,0,1,2,3,1105
2568,272,0,2653,14,112,5,1,1,1,612
2569,272,1,3524,3,3229,5,1,1,1,2799
2570,354,1,6372,6,4519,6,2,1,1,2501
2571,322,1,6936,13,61,0,2,0,0,1
2572,401,1,3763,6,4601,6,2,1,1,2741
2573,296,1,829,13,1345,3,1,2,0,256
2574,320,0,5730,13,2382,6,2,1,1,1948
2575,260,0,5470,7,3281,5,1,1,1,1154
2576,359,0,6990,1,4030,3,1,2,0,502
2577,337,0,5604,3,2854,8,1,2,2,758
2578,403,0,487,9,3152,5,1,1,1,1970
2579,365,0,2355,8,1528,4,1,0,1,1296
2580,332,1,3020,6,3428,2,2,0,1,2497
2581,322,1,6251,14,302,0,1,2,3,732
2582,404,0,5627,13,2409,3,1,2,0,89
2583,154,0,1673,13,3023,6,2,1,1,1315
2584,397,0,2856,5,2068,6,2,1,1,1825
2585,322,0,5969,5,2062,0,1,2,3,2733
2586,322,0,7861,5,435,0,2,0,0,113
2587,338,0,150,9,4718,8,1,2,2,2846
2588,390,0,4537,13,2784,8,1,2,2,1287
2589,322,0,4111,0,5333,0,1,2,3,3356
2590,405,0,0,9,116,8,1,2,2,755
2591,132,0,5052,14,1411,2,2,0,1,1078
2592,354,0,449,5,873,8,1,2,2,426
2593,371,0,4515,9,2250,5,1,1,1,1296
2594,295,1,7201,5,2926,5,1,1,1,1361
2595,322,0,830,3,1196,0,2,0,0,475
2596,47,0,5851,1,3615,4,1,0,1,2473
2597,87,0,5386,7,2027,5,1,1,1,1013
2598,322,0,30,0,4328,0,1,2,3,2254
2599,284,0,661,4,5569,6,2,1,1,3320
2600,333,1,6894,4,4427,3,1,2,0,678
2601,280,0,6417,5,782,6,2,1,1,1470
2602,279,0,6076,0,2906,4,1,0,1,2180
2603,322,0,3868,12,611,5,1,1,1,673
2604,347,0,833,3,4449,7,1,1,1,2631
2605,394,1,1106,6,2446,7,1,1,1,1439
2606,387,0,0,14,585,6,2,1,1,442
2607,30,1,2046,3,4410,5,1,1,1,2454
2608,256,0,1466,6,2465,6,2,1,1,1531
2609,322,0,5843,13,4883,5,1,1,1,2362
2610,253,0,3511,8,2689,8,1,2,2,1992
2611,319,1,4001,13,773,5,1,1,1,553
2612,396,0,1266,9,1859,1,0,2,1,673
2613,322,0,7850,13,1929,0,2,0,0,205
2614,217,1,2159,5,1033,8,1,2,2,1080
2615,322,1,1235,10,5106,0,1,2,3,3399
2616,208,0,2255,14,3850,7,1,1,1,2230
2617,389,0,7107,3,3752,8,1,2,2,1249
2618,306,0,6298,6,4548,5,1,1,1,1644
2619,289,0,54,9,3669,4,1,0,1,2159
2620,282,0,6086,4,3136,3,1,2,0,126
2621,330,0,2040,10,836,2,2,0,1,413
2622,308,1,4472,5,5820,6,2,1,1,2981
2623,390,0,6827,13,2005,7,1,1,1,995
2624,319,0,6312,0,77,5,1,1,1,758
2625,91,0,234,3,2374,7,1,1,1,2066
2626,311,1,986,4,1258,8,1,2,2,773
2627,18,0,2957,5,4682,4,1,0,1,2147
2628,318,0,1124,1,3634,1,0,2,1,2250
2629,352,0,1548,13,1308,4,1,0,1,1342
2630,314,1,6209,4,5070,1,0,2,1,2237
2631,357,1,1909,13,5659,5,1,1,1,1242
2632,368,1,109,3,1872,2,2,0,1,1327
2633,302,1,3381,0,279,4,1,0,1,636
2634,314,1,6213,4,5047,6,2,1,1,2817
2635,322,0,2054,10,3722,0,1,2,3,3127
2636,195,1,2195,13,3784,4,1,0,1,1984
2637,306,1,2387,5,4058,2,2,0,1,2358
2638,325,0,0,5,154,6,2,1,1,474
2639,298,1,1371,6,4991,6,2,1,1,2198
2640,70,0,6423,14,3558,2,2,0,1,1088
2641,322,0,4573,1,4996,0,1,2,3,2780
2642,322,0,56,11,2616,0,1,2,3,2285
2643,284,0,670,4,5587,8,1,2,2,3241
2644,366,0,0,5,645,7,1,1,1,787
2645,240,0,3569,9,2948,6,2,1,1,2180
2646,246,0,7161,8,1591,7,1,1,1,2330
2647,243,1,3748,1,2729,1,0,2,1,901
2648,322,0,2117,6,4703,0,1,2,3,3294
2649,341,0,5588,8,3482,2,2,0,1,1996
2650,107,0,3667,3,3184,4,1,0,1,1898
2651,401,1,1166,6,5148,1,0,2,1,2501
2652,352,1,4418,13,4134,2,2,0,1,1195
2653,377,0,5526,4,4237,7,1,1,1,2722
2654,142,0,1176,5,1649,2,2,0,1,1069
2655,311,0,0,6,2747,1,0,2,1,1616
2656,50,1,5085,6,5681,7,1,1,1,1082
2657,256,0,979,14,3378,4,1,0,1,2656
2658,31,1,0,0,2741,2,2,0,1,2512
2659,322,0,406,9,2876,0,1,2,3,1659
2660,322,1,6950,5,595,0,1,2,3,1757
2661,357,1,1900,13,5633,2,2,0,1,1064
2662,163,0,5698,9,5626,1,0,2,1,2750
2663,322,0,2980,1,1850,0,2,0,0,71
2664,121,0,2496,0,481,6,2,1,1,285
2665,322,1,1432,13,1132,0,1,2,3,1667
2666,311,0,3211,13,2436,6,2,1,1,1261
2667,376,1,3654,15,384,6,2,1,1,1388
2668,192,1,5345,5,58,6,2,1,1,600
2669,322,0,5297,0,3151,0,1,2,3,2646
2670,386,0,5031,13,3582,4,1,0,1,1315
2671,43,0,3159,14,1293,2,2,0,1,959
2672,318,0,1719,9,3167,4,1,0,1,1026
2673,29,1,737,0,3967,1,0,2,1,2174
2674,377,1,2948,5,3685,5,1,1,1,2402
2675,322,0,7658,11,5430,0,1,2,3,2868
2676,317,0,719,7,4180,1,0,2,1,2698
2677,231,0,0,3,3043,1,0,2,1,2382
2678,78,1,688,10,3237,3,1,2,0,431
2679,358,0,6945,9,1793,1,0,2,1,1639
2680,56,0,3175,3,5067,1,0,2,1,3361
2681,360,0,5947,9,4872,2,2,0,1,1226
2682,403,0,484,9,3163,2,2,0,1,2449
2683,17,0,2493,3,1214,4,1,0,1,1204
2684,272,0,5154,3,1055,1,0,2,1,1127
2685,356,1,3188,13,3767,4,1,0,1,1804
2686,17,1,1791,13,2009,8,1,2,2,1581
2687,322,0,0,8,3991,0,1,2,3,3346
2688,387,0,3961,4,1212,4,1,0,1,1475
2689,376,0,626,9,4253,2,2,0,1,2411
2690,382,0,7444,8,317,1,0,2,1,926
2691,328,0,1342,9,4143,2,2,0,1,1187
2692,243,1,5650,1,2772,3,1,2,0,106
2693,322,1,4021,6,3780,0,1,2,3,2392
2694,404,0,5577,4,5850,4,1,0,1,2251
2695,163,0,4539,8,2870,6,2,1,1,2527
2696,396,0,2813,9,1373,4,1,0,1,1975
2697,363,0,7185,4,1591,3,1,2,0,186
2698,79,0,1663,14,1306,4,1,0,1,1169
